Emails: UN Health Agency Resisted Declaring Ebola Emergency (bioethicscom),http://news.feedzilla.com/en_us/stories/science/426987583?client_source=api&format=json,"(Medical Xpress) - In a delay that some say may have cost lives, the World
Health Organization resisted calling the Ebola outbreak in West Africa a
public health emergency until last summer, two months after staff raised the
possibility and … Read More

"
"Every Browser Hacked At Pwn2own 2015, HP Pays Out  $557,500 In Awards",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/zgo_R-IEO80/every-browser-hacked-at-pwn2own-2015-hp-pays-out-557500-in-awards,"darthcamaro writes: Every year, browser vendors patch their browsers ahead of the annual HP Pwn2own browser hacking competition in a bid to prevent exploitation. The sad truth is that it's never enough. This year, security researchers were able to exploit fully patched versions of Mozilla Firefox, Google Chrome, Microsoft Internet Explorer 11 and Apple Safari in record time. For their efforts, HP awarded researchers $557,500. Is it reasonable to expect browser makers to hold their own in an arms race against exploits? ""Every year, we run the competition, the browsers get stronger, but attackers react to changes in defenses by taking different, and sometimes unexpected, approaches,"" Brian Gorenc manager of vulnerability research for HP Security Research said.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Every+Browser+Hacked+At+Pwn2own+2015%2C+HP+Pays+Out++%24557%2C500+In+Awards%3A+http%3A%2F%2Fbit.ly%2F1DFwUvX""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fnews.slashdot.org%2Fstory%2F15%2F03%2F20%2F1527251%2Fevery-browser-hacked-at-pwn2own-2015-hp-pays-out-557500-in-awards%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://news.slashdot.org/story/15/03/20/1527251/every-browser-hacked-at-pwn2own-2015-hp-pays-out-557500-in-awards?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://news.slashdot.org/story/15/03/20/1527251/every-browser-hacked-at-pwn2own-2015-hp-pays-out-557500-in-awards?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7131623&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/zgo_R-IEO80"" height=""1"" width=""1"" alt=""""/>"
FTC: Google Altered Search Results For Profit,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/n3HRZnir4n0/ftc-google-altered-search-results-for-profit,"mi writes: We've always suspected that Google might tweak its search algorithms to gain an advantage over its rivals &mdash; and, according to an FTC investigation inadvertently shared with the Wall Street Journal, it did. Quoting: ""In a lengthy investigation, staffers in the FTC's bureau of competition found evidence that Google boosted its own services for shopping, travel and local businesses by altering its ranking criteria and ""scraping"" content from other sites. It also deliberately demoted rivals. For example, the FTC staff noted that Google presented results from its flight-search tool ahead of other travel sites, even though Google offered fewer flight options. Google's shopping results were ranked above rival comparison-shopping engines, even though users didn't click on them at the same rate, the staff found. Many of the ways Google boosted its own results have not been previously disclosed.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=FTC%3A+Google+Altered+Search+Results+For+Profit%3A+http%3A%2F%2Fbit.ly%2F1AQ6PnL""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F15%2F03%2F20%2F1639215%2Fftc-google-altered-search-results-for-profit%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/15/03/20/1639215/ftc-google-altered-search-results-for-profit?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://tech.slashdot.org/story/15/03/20/1639215/ftc-google-altered-search-results-for-profit?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7131891&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/n3HRZnir4n0"" height=""1"" width=""1"" alt=""""/>"
"Fake Suicide Attempt Tests Facebook Prevention Tool, Lands Man In Asylum",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/XPXUi0mcFeU/fake-suicide-attempt-tests-facebook-prevention-tool-lands-man-in-asylum,"First time accepted submitter abhishekmdb writes Shane Tusch faked his suicide in an attempt to test the authenticity of Facebook suicide prevention tool and got detained for 72 hours. Facebook has rolled out a set of tools to keep a check on its users who are having suicidal tendencies and prevent these users from suicidal attempts. In case some user is having suicidal thoughts and mentions that in the Facebook posts and if a friend of that user reports it to Facebook then a third party will immediately review the post and Facebook would lock the suicidal user's account and the user will be made to read Facebook's suicide prevention materials.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Fake+Suicide+Attempt+Tests+Facebook+Prevention+Tool%2C+Lands+Man+In+Asylum%3A+http%3A%2F%2Fbit.ly%2F1GwHLWB""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F15%2F03%2F19%2F2250245%2Ffake-suicide-attempt-tests-facebook-prevention-tool-lands-man-in-asylum%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/15/03/19/2250245/fake-suicide-attempt-tests-facebook-prevention-tool-lands-man-in-asylum?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://tech.slashdot.org/story/15/03/19/2250245/fake-suicide-attempt-tests-facebook-prevention-tool-lands-man-in-asylum?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7127585&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/XPXUi0mcFeU"" height=""1"" width=""1"" alt=""""/>"
German Vice Chancellor: the US Threatened Us Over Snowden,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/VlVJfLhhgko/german-vice-chancellor-the-us-threatened-us-over-snowden,"siddesu sends this report from The Intercept:
German Vice Chancellor Sigmar Gabriel said this week in Homburg that the U.S. government threatened to cease sharing intelligence with Germany if Berlin offered asylum to NSA whistleblower Edward Snowden or otherwise arranged for him to travel to that country. 'They told us they would stop notifying us of plots and other intelligence matters,' Gabriel said.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=German+Vice+Chancellor%3A+the+US+Threatened+Us+Over+Snowden%3A+http%3A%2F%2Fbit.ly%2F1DF7dM1""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F15%2F03%2F20%2F1337237%2Fgerman-vice-chancellor-the-us-threatened-us-over-snowden%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/15/03/20/1337237/german-vice-chancellor-the-us-threatened-us-over-snowden?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://yro.slashdot.org/story/15/03/20/1337237/german-vice-chancellor-the-us-threatened-us-over-snowden?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7131271&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/VlVJfLhhgko"" height=""1"" width=""1"" alt=""""/>"
Giant Lava Tubes Possible On the Moon,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/cVoEsWmD0xU/giant-lava-tubes-possible-on-the-moon,"schwit1 writes: New analysis of lunar geology combined with gravity data from GRAIL suggests the Moon could harbor lava tubes several miles wide. ""David Blair, a graduate student in Purdue's Department of Earth, Atmospheric and Planetary Sciences, led the study that examined whether empty lava tubes more than 1 kilometer wide could remain structurally stable on the moon. 'We found that if lunar lava tubes existed with a strong arched shape like those on Earth, they would be stable at sizes up to 5,000 meters, or several miles wide, on the moon,' Blair said. 'This wouldn't be possible on Earth, but gravity is much lower on the moon and lunar rock doesn't have to withstand the same weathering and erosion. In theory, huge lava tubes &ndash; big enough to easily house a city &ndash; could be structurally sound on the moon.'"" You can read their paper here (PDF). If this is so, then the possibility of huge colonies on the Moon increases significantly, as it will be much easier to build these colonies inside such lava tubes.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Giant+Lava+Tubes+Possible+On+the+Moon%3A+http%3A%2F%2Fbit.ly%2F199r6wR""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F15%2F03%2F20%2F1443253%2Fgiant-lava-tubes-possible-on-the-moon%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/15/03/20/1443253/giant-lava-tubes-possible-on-the-moon?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://science.slashdot.org/story/15/03/20/1443253/giant-lava-tubes-possible-on-the-moon?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7131471&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/cVoEsWmD0xU"" height=""1"" width=""1"" alt=""""/>"
Gliding Ant Flies like a Backward Superman (Discover Magazine),http://news.feedzilla.com/en_us/stories/science/426988409?client_source=api&format=json,"Travel to the Amazon and flick an ant off a leaf, and you might be surprised
what you see. Certain rainforest ant species can control their falls and glide
back onto the trunks of the trees they came from. Unlike Superman, though,
they're only flying to rescue themselves. An ant is light enough that a drop
to the forest floor might not hurt it. But the other animals cruising the
ground for snacks will cause trouble for that ant soon enough. That's why many
rainforest ants have evolved to

"
"Gov Jerry Brown, lawmakers to announce emergency drought bill (climateark)",http://news.feedzilla.com/en_us/stories/science/426783018?client_source=api&format=json,"LA Times: As California braces for a fourth consecutive year of drought, Gov.
Jerry Brown and legislative leaders on Thursday will unveil a $1-billion
relief plan, two sources told The Times late Wednesday. This will mark the
second consecutive year in which the Legislature has had to act on emergency
drought relief. In 2014, Brown signed a $687.4-million drought package, which
offered aid to communities facing acute water shortages and food and housing
assistance to those harmed by the drought. Brown,...

"
Hideo Kojima To Depart Konami; Metal Gear Franchise Changing Hands,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/KHDyDPsn3ew/hideo-kojima-to-depart-konami-metal-gear-franchise-changing-hands,"An anonymous reader writes: Metal Gear creator Hideo Kojima is set to leave the video game publisher Konami, ending 29 years of service. Konami had announced a restructuring earlier this year, and observant fans recently noticed the removal of references to Kojima Productions from the company's web site. A source speaking to Gamespot states that both developments are the result of a ""power struggle"" between the studio and its parent. Konami has now confirmed to the English-speaking press that Kojima will work on The Phantom Pain until it is completed, but they are searching for new staff to take over the Metal Gear series. Kojima's only other announced project was Silent Hills, a horror game created in collaboration with Guillermo del Toro.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Hideo+Kojima+To+Depart+Konami%3B+Metal+Gear+Franchise+Changing+Hands%3A+http%3A%2F%2Fbit.ly%2F1H90w2k""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fgames.slashdot.org%2Fstory%2F15%2F03%2F20%2F1340204%2Fhideo-kojima-to-depart-konami-metal-gear-franchise-changing-hands%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://games.slashdot.org/story/15/03/20/1340204/hideo-kojima-to-depart-konami-metal-gear-franchise-changing-hands?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://games.slashdot.org/story/15/03/20/1340204/hideo-kojima-to-depart-konami-metal-gear-franchise-changing-hands?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7131277&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/KHDyDPsn3ew"" height=""1"" width=""1"" alt=""""/>"
It's Now Official: Arctic Sea Ice Sets a New Winter Low (Discover Magazine),http://news.feedzilla.com/en_us/stories/science/426972917?client_source=api&format=json,"https://youtu.be/8iNet2WkHkU In early March, I wrote that Arctic sea ice
appeared to be heading toward a new record: the lowest maximum winter extent
for Arctic sea ice in the satellite era. Yesterday, the National Snow and Ice
Data Center made that new, unsettling record official: On February 25, 2015,
Arctic sea ice extent appeared to have reached its annual maximum extent,
marking the beginning of the sea ice melt season. This year’s maximum extent
not only occurred early; it is also t

"
Leaked Document Reveals Upcoming Biometric Experiments At US Customs,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/s8NimEcoPwU/leaked-document-reveals-upcoming-biometric-experiments-at-us-customs,"sarahnaomi sends word of new biometric technologies coming to U.S. entry points. ""The facial recognition pilot program launched last week by U.S. Customs and Border Protection, which civil liberties advocates say could lead to new potentially privacy-invading programs, is just the first of three biometric experiments that the feds are getting ready to launch. The three experiments involve new controversial technologies like iris and face scanner kiosks, which CBP plans to deploy at the Mexican border, and facial recognition software, according to a leaked document obtained by Motherboard. All three pilots are part of a broader Customs and Border Protection program to modernize screenings at American entry and exit ports, including at the highly politicized Mexican border, with the aid of new biometric technologies. The program is known as Apex Air Entry and Exit Re-Engineering Project, according to the leaked slides. These pilot programs have the goal of ""identifying and implementing"" biometric technologies that can be used at American borders to improve the immigration system as well as US national security, according to the slides.""<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Leaked+Document+Reveals+Upcoming+Biometric+Experiments+At+US+Customs%3A+http%3A%2F%2Fbit.ly%2F199au8p""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fnews.slashdot.org%2Fstory%2F15%2F03%2F20%2F0115202%2Fleaked-document-reveals-upcoming-biometric-experiments-at-us-customs%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://news.slashdot.org/story/15/03/20/0115202/leaked-document-reveals-upcoming-biometric-experiments-at-us-customs?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://news.slashdot.org/story/15/03/20/0115202/leaked-document-reveals-upcoming-biometric-experiments-at-us-customs?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7127835&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/s8NimEcoPwU"" height=""1"" width=""1"" alt=""""/>"
Maybe We Really Are Alone In the Universe (TIME),http://news.feedzilla.com/en_us/stories/science/426884527?client_source=api&format=json,"As a new TIME book explains, a cosmos with trillions of planets does not
guarantee more than one with life

"
"Mystery of Darwin's ""Strange Animals"" Solved (Scientific American)",http://news.feedzilla.com/en_us/stories/science/426970350?client_source=api&format=json,"An analysis using ancient collagen protein could permit the study of fossils
older than DNA allows


-- Read more on ScientificAmerican.com

"
